qc_sequence	row_id	claim_id	occurrence_id	citation_key	claim_type	source_type	source_path	claim_row_sha256	bibliography_entry_sha256	source_sha256	primary_prompt_sha256	primary_result_sha256	selection_reasons	qc_status	qc_prompt_path	qc_prompt_sha256	qc_result_sha256	comparison_status
11	ROW-CUR-0011	CLM-CUR-008	CIT-CUR-004	hosseini_maasoum_generative_2025	DIRECT	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	d4d294780cab70a16bafa00022cef9538f9629ee87736374fcc60d21f76b5877	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	e1ccb897d3b1baea1378d31cb5d4b1a01650fdf739d617e639ae43146e89e536	aa20159a06a74d34ad34f907933b873ffa2909412dcbdc865a19723daf61e417	CURRENT_NEW_OR_CHANGED	COMPLETED	quality_control/prompts/ROW-CUR-0011.md	69ba412c0b1c087db1632801493515f1494ab5d8216a54b38bb02d99b8d4c61c	605987dc10a11f396d1a3e1dc475d0d13409137227fceff7d0f0f12cd202b5b0	NEEDS_ADJUDICATION
12	ROW-CUR-0012	CLM-CUR-008	CIT-CUR-005	klein_teeselink_generative_2025	DIRECT	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	c364ea3c367973f1099c1939cc9b0cc3f1c017b04ef48de15db6cd6c743bda06	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	33175d712bfb7e015f3320ab97c588bffedb654f4d493ec441b07b2621f445b0	f1bf3ee820f93167b2b0a40fa81fa24edada6623be3b5b20c60bae073ffc22a7	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PROMPT_READY	quality_control/prompts/ROW-CUR-0012.md	a18a2a97cfdb84f75de2c0ab3a64b58f9cea79c704dfea816d50b8f5f1488649		
13	ROW-CUR-0013	CLM-CUR-009	CIT-CUR-003	brynjolfsson_canaries_2025	DIRECT	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	b90596814d7906c8aee22e75f967d0f38e1f968d73f0fafac69de8ca83e88e60	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	84f735c061ba55a13b61e960145e267411c1002ae5f660a7836f45bb34e940e1	0713100044d6d0e9b144e6e317e7b6f3a1e69b33baac62c955511f443a791717	CURRENT_NEW_OR_CHANGED	PENDING				
14	ROW-CUR-0014	CLM-CUR-009	CIT-CUR-004	hosseini_maasoum_generative_2025	DIRECT	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	cab549428abc2bb3536adfd22d29f000b7a57c240b4a9c5b841021109dc5c80e	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	66a35f1443c64dd107ecb7923ea4f3489382d6542248f6f50b4da619a57f08d8	89d3a9681d69e57ebb8553c2df7564d2ed6650cb1482320305877c49a6073489	CURRENT_NEW_OR_CHANGED;SOURCE_VERSION_ISSUE	PENDING				
15	ROW-CUR-0015	CLM-CUR-009	CIT-CUR-005	klein_teeselink_generative_2025	DIRECT	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	3e57ddb910f89b8fa1ea31a8fe902f52d3084f993d4b256e14f989228670e3d8	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	eed9f225bae18a7e7fa43699b3570a5e5f7fa929eaf942f35531c9be85d470bf	2148ad68424d571e5c3be826c18b5cb6e04e0cfa163b8ea383ed107a5e9cbe59	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
16	ROW-CUR-0016	CLM-CUR-010	CIT-CUR-003	brynjolfsson_canaries_2025	DIRECT	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	54771f3fc6557ac838c65ac5c2acd198101c53a4d09fe8d2b415e8c0c5c3387c	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	26b57708566f5d5036c84494b6a3aac72a1fc0f52ea8f056f1986ada0a16f3fd	bbb6561b1704e2a0c49d021368a31c9fa389b0668fbdd16a45acbdb310ac32a0	CURRENT_NEW_OR_CHANGED	PENDING				
17	ROW-CUR-0017	CLM-CUR-010	CIT-CUR-004	hosseini_maasoum_generative_2025	DIRECT	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	4154d5b69fd6108128b8652f107611b2b60bb5a67aafff0a77d47a341611725d	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	81ae6d2cf1ee2398faec18931f5cd1286196ee6a1de2a801681e0c0d3fa1ed2d	006f93101e3ac81e5dbeb22b476e049a65a9be85f4879b0042f66a79949f3dcf	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
18	ROW-CUR-0018	CLM-CUR-010	CIT-CUR-005	klein_teeselink_generative_2025	DIRECT	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	b49466d9ef152acde3c472488e644bb04ac530ed0f4894bbe5ab54ed517c9a1f	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	5ad548079d20df104426e8cb6c30e52dae405622295b85185950b42db5438f0d	ac9d736a6a1c78829f52490d2abb44acbf0c345402dd02a10bc5da5656935aea	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
19	ROW-CUR-0019	CLM-CUR-011	CIT-CUR-003	brynjolfsson_canaries_2025	AUTHOR_INFERENCE	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	c01e93291ec444d3cc8bc0cf25c817565d6f11157c6cd9b42782b7bb3a9afaec	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	f1eb5e7a98ccd38d71f6986308f3ce695de26ce38a3522fe7842c7e1f7eb43b0	92a8661522611eac9ba0a216187615bfd25e661ada378dc785d8cf888b902b27	CURRENT_NEW_OR_CHANGED	PENDING				
20	ROW-CUR-0020	CLM-CUR-011	CIT-CUR-004	hosseini_maasoum_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	4e8cf40fe2ed8e47b0b5abdc5d4a0736ac22a326f4aaafd12d17887b7eb8da75	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	6bb64f24b25e55a8b6b9eca786301fc4c5b656c2f962ad26bcd5dc18699eb739	9e359449f6157a32d82cae1ca0a110af4e0aa664cc870113c5fa4b7ffccb2131	CURRENT_NEW_OR_CHANGED;PRIOR_QC_DISAGREEMENT	PENDING				
21	ROW-CUR-0021	CLM-CUR-011	CIT-CUR-005	klein_teeselink_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	419d28b625d635e48d7128d723c539f9977b303254f12a9f13fcec10ca08f973	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	3bd46cea94214fb5be95557d4f31459cef97d307acc039a6e465b1fdb249e158	4b8e24493a120fbe19e879e52d6e6ec01f1ac24536f2fd25cccfceae8c5c2d4d	CURRENT_NEW_OR_CHANGED;PRIOR_QC_DISAGREEMENT	PENDING				
22	ROW-CUR-0022	CLM-CUR-012	CIT-CUR-006	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	7b1b9300e685a031566ce5753cc0b07b977365b9a5c7f2fb27bb6fd2158478f3	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	756d684034cf82a5181f9304ac80b2645442f67d3c55e04cfdd5079097c62d7f	0421fc706b377fbdec8fa95f14594b76221fd0567a2abc6a4471afab28575839	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED;PRIOR_QC_DISAGREEMENT	PENDING				
23	ROW-CUR-0023	CLM-CUR-013	CIT-CUR-006	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	4f10457f4ce675b43c0fd82d9fc4214adaefabafd970072bc78b671c43c1f032	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	034a25e52ae193577d5f7d7854f9656c4d8a2a17889c2bfd0f82f7626d465ff1	e6ed8ff78d497914eae6e879ae29e6573a44c607b5966ce5e662492ba40a5d0f	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
24	ROW-CUR-0024	CLM-CUR-014	CIT-CUR-006	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	63ac9a2d961b825f5f8414b9d900015ab67a163f870cc2fbc4b58cdf412e6673	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	d86e9d3e4216ab38d69a86df526c8a68dfaf66b9bd5bad6c3e1c2fd3268fb323	b7ed9660bffef6e0e6acaec1cc49b50230c3994bf798bc4efd41b5b60e9d1422	CURRENT_NEW_OR_CHANGED	PENDING				
25	ROW-CUR-0025	CLM-CUR-015	CIT-CUR-006	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	80ac3ef5d954c08f9d933cd2d9941a60105a532754278203b7ba0f362ce36e2b	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	8f0b4ebb11d24b85b1797f626400d6eab8e67ab97a3ff16600c56a517fdd0a39	c8aeaf5fb5c1585ec5c62a927e8ac5198bf86def04372d78c3d0917c47f21fc2	CURRENT_NEW_OR_CHANGED	PENDING				
26	ROW-CUR-0026	CLM-CUR-016	CIT-CUR-007	brynjolfsson_canaries_2025	DIRECT	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	659125a9ec3f0ac8b0c4ea74338eca29dbdb3156e9fe3e102c1eb8d837449f73	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	b180a648ad8534bd2fb8209f51ac113f5171579a40f3ca30cc41334a27c7c5f6	fdcfd412e2fe2ae22b3efeef4872968261db367c4394f2b2aef72fc7f4c6badc	CURRENT_NEW_OR_CHANGED	PENDING				
27	ROW-CUR-0027	CLM-CUR-017	CIT-CUR-007	brynjolfsson_canaries_2025	DIRECT	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	bef736d490e61fadd7ddd5c2f977adcca683110d9a0850a1c70438ddc4272eeb	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	f7ba0fd6e4276dd4ebd28ff76a02b9b99a222beeb964fe542b1646a17bc4453c	94ae3ffa528b071e8152e566c8c549aff20fbe5dd3d636bf6edd28e73a703117	CURRENT_NEW_OR_CHANGED	PENDING				
28	ROW-CUR-0028	CLM-CUR-018	CIT-CUR-008	autor_skill_2003	DIRECT	PDF	references/pdfs/autor_skill_2003.pdf	d12e06ecb3920920d9e1d88d93a474431292e4a8fb412cf9e311a7aadda217db	44f3875e71e39f59c3d1f5b2ff894a235a3bc3f67436df4d9bf4dc8bfde01f95	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488	ea81a1b2a2549c01183c6bcbb8c51afffb47e70fdbeccaf446ff6ca2eaf14431	cfe01838c959817b39074f54101ff53cd458b399a4c5c37762fbb05f669732f9	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
29	ROW-CUR-0029	CLM-CUR-019	CIT-CUR-008	autor_skill_2003	DIRECT	PDF	references/pdfs/autor_skill_2003.pdf	d2dac03e2da0196500b0afc8e53e078e2792bda18bd9151bc0a2836798618e17	44f3875e71e39f59c3d1f5b2ff894a235a3bc3f67436df4d9bf4dc8bfde01f95	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488	987fdbd9779cd715a252ff393a45012083815ff94a2d2a33176db7a33fa4db87	3d39e777850380a824169dcf0f8e7e2e38d163c054b7a6d34df5d39bacee3a8d	CURRENT_NEW_OR_CHANGED	PENDING				
30	ROW-CUR-0030	CLM-CUR-020	CIT-CUR-008	autor_skill_2003	AUTHOR_INFERENCE	PDF	references/pdfs/autor_skill_2003.pdf	388b127529960d404f9d3dbd0637a952a681f3640ccbfb3d481a1f1200ba076a	44f3875e71e39f59c3d1f5b2ff894a235a3bc3f67436df4d9bf4dc8bfde01f95	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488	89b15984c2afe75af8d4e9708d7c696a4845b5ab0dd78a5d6c1560f21d31b168	292e588006de11c691c6d048ddd8bc50e5016898e071fa16034034d205385c09	CURRENT_NEW_OR_CHANGED	PENDING				
31	ROW-CUR-0031	CLM-CUR-021	CIT-CUR-009	agarwal_combining_2023	DIRECT	PDF	references/pdfs/agarwal_combining_2023.pdf	7f42f82899fb1044c739a2f85599cc3aa3d05eeea99f57406c0c8945667a6c0f	3d56a260662c16bbb1ca87815b2a65642628c556242fabd1550695b987d3abdc	7e3c307db768df2d4e4d1b31247229e75fb3e819015ff3d7344539edd7600e74	3ca54dc0b43f1a86c813d100a02c9a4f2290363cd5b318adabc35e6807b9ff47	d1da8a9b2912aec783fa715ddddd43c505036e2d42a2ebde7d88b36864c36506	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED	PENDING				
32	ROW-CUR-0032	CLM-CUR-022	CIT-CUR-009	agarwal_combining_2023	AUTHOR_INFERENCE	PDF	references/pdfs/agarwal_combining_2023.pdf	f8633636b50f85fc28912df0a086d57724aeaf2ef9b7b8dd881c017d1d258dd9	3d56a260662c16bbb1ca87815b2a65642628c556242fabd1550695b987d3abdc	7e3c307db768df2d4e4d1b31247229e75fb3e819015ff3d7344539edd7600e74	637fcdfe111c2a8b40c3c0fd5201a9df98a2024758127f8d86c03eeffe5c877a	0210e0512dfc85c9444ae12df4a34eb885329c2effdb57e13b37f8f4b6a08046	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED;PRIOR_QC_DISAGREEMENT	PENDING				
33	ROW-CUR-0033	CLM-CUR-023	CIT-CUR-009	agarwal_combining_2023	AUTHOR_INFERENCE	PDF	references/pdfs/agarwal_combining_2023.pdf	dc6a01d84ef57f3f6951fdd205d40acc736fe4018b58cfee6fafc9969611d49f	3d56a260662c16bbb1ca87815b2a65642628c556242fabd1550695b987d3abdc	7e3c307db768df2d4e4d1b31247229e75fb3e819015ff3d7344539edd7600e74	e6c7836e85adb1d215dc91832908d834dea469821b9cdfc671243dbac1a5cbaa	27c097c43595131c4d38dafa35db184900f881cba242aaeaf6057050d5fde663	CURRENT_NEW_OR_CHANGED;PRIOR_QC_DISAGREEMENT	PENDING				
34	ROW-CUR-0034	CLM-CUR-024	CIT-CUR-010	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	20c4d07e9909440d89e2373f64429eb8e0987e57360651656c2e281147ac7d46	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	ea3d4ee4f404c710eeb1b349431da04d836a4794b96a4dc245ea63a965aee3d9	63d441b9bce71fae86864cfb94c9ca788fff086f29d02e2040f2aa3b3e4de6a8	CURRENT_NEW_OR_CHANGED	PENDING				
35	ROW-CUR-0035	CLM-CUR-025	CIT-CUR-010	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	25258d05b76e1294bd384f723d83a50c196570b7cc2dd977b696c1dd063b6e0d	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	ce2ab7611c06720b81a66118771fac225cbb4d1112b1dc10a608e83ccdf0bf09	5eb8b8316da73df99ced3ec017c16913a338602540e8843ddf9291ee7f66e769	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED;PRIOR_QC_DISAGREEMENT	PENDING				
36	ROW-CUR-0036	CLM-CUR-026	CIT-CUR-010	eloundou_gpts_2023	AUTHOR_INFERENCE	PDF	references/pdfs/eloundou_gpts_2023.pdf	7195702b8ad45b064b2117d3e7af185d5718e8ae6db3065ae7f7d90811597506	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	9975d803432d5a3fe60e90a5ba8813e6b9e48bbb6951abf24f717a9857c3cb49	63893812aa0ecf7a24cfb3239f5815f6d601d921a926edc5936fe5ab24431da8	CURRENT_NEW_OR_CHANGED	PENDING				
37	ROW-CUR-0037	CLM-CUR-027	CIT-CUR-010	eloundou_gpts_2023	AUTHOR_INFERENCE	PDF	references/pdfs/eloundou_gpts_2023.pdf	4accc617f39513b0722cbef868fa74499c6889fc662cb8b0fc2adf6ac5575c8c	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	c26c93b85d90c248070bc1e8f3bdbb53821d24ce843f1364c216d44831f9bc35	116878058fed9060458c70aec788b1d0077a88ee62b8f1f4f9ebfb6f72ea1a88	CURRENT_NEW_OR_CHANGED;NON_SUPPORTED;PRIOR_QC_DISAGREEMENT	PENDING				
