current_row_id	current_claim_id	current_occurrence_id	citation_key	prior_row_id	prior_claim_id	prior_occurrence_id	reconciliation_status	matching_basis	current_source_sha256	prior_source_sha256	claim_text_sha256	source_excerpt_sha256
ROW-REV-0012	CLM-REV-007	CIT-REV-004	hosseini_maasoum_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		af6411d62a4d96e629fe55e2089458264512f6aac19596c7d1f4b0ed55604d0d	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0013	CLM-REV-008	CIT-REV-004	hosseini_maasoum_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		a345fd016cccd5b0fb8ae6e6bb46a488312ddcfe539160b33760c040a3f9b852	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0014	CLM-REV-009	CIT-REV-004	hosseini_maasoum_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		a5dfd653000cff31dcb170cdac4585f2714bb64e0addc2f7d2ad3105a3a09a93	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0015	CLM-REV-012	CIT-REV-004	hosseini_maasoum_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		3a25b4518e563bce075dad2326a65647c108a6c05f1d01dab4ce390db9bd35b4	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0016	CLM-REV-011	CIT-REV-004	hosseini_maasoum_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7		1dcdd857acbfa0d07f3f25e13dd31dfb9c195d80b695767ccee2822aed3ed753	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0017	CLM-REV-007	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		af6411d62a4d96e629fe55e2089458264512f6aac19596c7d1f4b0ed55604d0d	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0018	CLM-REV-008	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		a345fd016cccd5b0fb8ae6e6bb46a488312ddcfe539160b33760c040a3f9b852	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0019	CLM-REV-009	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		a5dfd653000cff31dcb170cdac4585f2714bb64e0addc2f7d2ad3105a3a09a93	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0020	CLM-REV-013	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		f9794cd227da30c3b41c2ddc37502ab6a6a1fcee777fa417343565ed593443ba	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0021	CLM-REV-014	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		240e6abce52fdee3552b2d1d8aae94441e4f9c8c602d03d1772dd686875c5556	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0022	CLM-REV-015	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		574255c1fd300312f866747187cb09f3d6a7b289939f1bbdf6d091280dacdb4c	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0023	CLM-REV-011	CIT-REV-005	klein_teeselink_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09		1dcdd857acbfa0d07f3f25e13dd31dfb9c195d80b695767ccee2822aed3ed753	69bc8153d01dc6e490aa629717411fa6e7f9bde9ac316688c037b30a1a62cc57
ROW-REV-0024	CLM-REV-016	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		a44401ff0acc5386797c4231931339768f43b1ae979e86df90346e0ef7e11757	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0025	CLM-REV-017	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		b70ba3e6d3734ea12328a95f11bbc89ed7d49d630fbf1e5144686a24b4a228c8	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0026	CLM-REV-018	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		000127be2ce81e0cc500860925970a3ac16fc40c967e9ec00750c2f733115cd0	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0027	CLM-REV-019	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		71b7cdd264ebf204196f8f07cce02009634aceef861de82e26629680502e0fcf	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0028	CLM-REV-020	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		350ef40e0b0644f7a669a589eb6513e3e9a4427391cbd4fe409a8c7a8bf7f93f	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0029	CLM-REV-021	CIT-REV-006	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		ff4a37794488b81488a29de07cdef67a06520270e1c132e997fbb0c279c95103	b2e8bbeb6a8702a8f5a5d57e7834667e8c7555da1fc9527acf9b7daa11e4ee0b
ROW-REV-0030	CLM-REV-022	CIT-REV-007	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		9892ca0627b052eafba4230c31b1837799581e714843292ce67fbd27d9462baa	585000d77abf6450ad53cd2d87bb20d2aa12de796ce022805d944bb59effc17c
ROW-REV-0031	CLM-REV-023	CIT-REV-007	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		f37a7989b26dc52fbecb092fdda7d9984084616be410a1cda94a077b3e986221	585000d77abf6450ad53cd2d87bb20d2aa12de796ce022805d944bb59effc17c
ROW-REV-0032	CLM-REV-024	CIT-REV-007	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2fb0749268ea11cc22feda60fd03597533c796784a87c83f2ec29c53b7ac8cd1	585000d77abf6450ad53cd2d87bb20d2aa12de796ce022805d944bb59effc17c
ROW-REV-0033	CLM-REV-025	CIT-REV-007	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		ce034fd8ea9ce52034765d0a69387bb40bb9453b5d3860e266ef93e2ff17fc40	585000d77abf6450ad53cd2d87bb20d2aa12de796ce022805d944bb59effc17c
ROW-REV-0034	CLM-REV-026	CIT-REV-008	autor_skill_2003				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488		b705987307a7e18189a6083d0cc16e3462a5045949893696be53c28867ed11e7	7baf5b8e92e304b49b5adb19c689f160819eadb5010b5d5068789d9ab25caded
ROW-REV-0035	CLM-REV-027	CIT-REV-008	autor_skill_2003				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488		3ea31efaaeaa6997c9b2c8ee9c704c0fa9b6ce0b689670aad3e78eef61aa8eb6	7baf5b8e92e304b49b5adb19c689f160819eadb5010b5d5068789d9ab25caded
ROW-REV-0036	CLM-REV-028	CIT-REV-008	autor_skill_2003				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488		466e5f14e1bafb4018b04693a40e0b838b8ed326b2ce031cc5d14dc532a15972	7baf5b8e92e304b49b5adb19c689f160819eadb5010b5d5068789d9ab25caded
ROW-REV-0037	CLM-REV-029	CIT-REV-008	autor_skill_2003				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	f4f159ef84aecd49767b43ac2dad9871929e94283587be868b7d04d54d1c2488		8f5ab45233f8c1365cf589cf175b7df39cafd4f2a8a06154e66e3bb38123b3eb	7baf5b8e92e304b49b5adb19c689f160819eadb5010b5d5068789d9ab25caded
ROW-REV-0038	CLM-REV-030	CIT-REV-009	agarwal_combining_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	7e3c307db768df2d4e4d1b31247229e75fb3e819015ff3d7344539edd7600e74		cd4531080a7c67b3bc0fb06fa1202c67ccad61cc2583055c29169339df8cbb26	24d74a6a48307fe74fe601c7c87c396846b1636e9660869a1517831188295183
ROW-REV-0039	CLM-REV-031	CIT-REV-010	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		668f948100c19c4ab51469150a87183a9707660f1cacc152031ceece6f9721c8	1757d3c77899ca05b3ad28b7421ce070fdcb92f9a236abdbc64fbcccab825105
ROW-REV-0040	CLM-REV-032	CIT-REV-010	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		863511b131183a9a50e2f0f472a4ac6519a7cb40ba5d91ff50e8fab60aeaf887	1757d3c77899ca05b3ad28b7421ce070fdcb92f9a236abdbc64fbcccab825105
ROW-REV-0041	CLM-REV-033	CIT-REV-010	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		a52a841b4cf2695fe79c90f60a72f798cf111cb3ed84785988dd4ff19fd6a1eb	1757d3c77899ca05b3ad28b7421ce070fdcb92f9a236abdbc64fbcccab825105
ROW-REV-0042	CLM-REV-034	CIT-REV-010	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		f3f31da735b71dea0bb6f4395e414c3537916ab5ab5b919b5f77ede830732de4	1757d3c77899ca05b3ad28b7421ce070fdcb92f9a236abdbc64fbcccab825105
ROW-REV-0043	CLM-REV-035	CIT-REV-010	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		b03890a358b5e2ebcc6a0dbcf66bad1408e44cc8a49a3f9ae3ef47b8dfb61819	1757d3c77899ca05b3ad28b7421ce070fdcb92f9a236abdbc64fbcccab825105
ROW-REV-0044	CLM-REV-036	CIT-REV-011	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		d889f7273ff73f60a4318b94144615679311cf60b4ba0759840e9f0882ead6cd	5366c7ad07d718041744ff482cc2f23377ba30be82b954bdaeea9aa6ad39ccd0
ROW-REV-0045	CLM-REV-037	CIT-REV-011	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		01aeb9fe5130717c920df10c697f9eced6aee0349f173bd10a63208f284b686c	5366c7ad07d718041744ff482cc2f23377ba30be82b954bdaeea9aa6ad39ccd0
ROW-REV-0046	CLM-REV-038	CIT-REV-011	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		8e4b966bbe48aea4282264d27c1506691989fb44433d15e58b79a8d03004afec	5366c7ad07d718041744ff482cc2f23377ba30be82b954bdaeea9aa6ad39ccd0
ROW-REV-0047	CLM-REV-039	CIT-REV-012	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		282a89ecec7db8082c0a61a4f766db1b0c37b1cde0ad575ac605f6c2f3ccc201	c721d5833b0dab3c16b4f922766148fa56d8e913bc13931dddd6406fd5901873
ROW-REV-0048	CLM-REV-040	CIT-REV-012	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		97dc237deacc4dfc0611b7170559c6a869c40c862afdcb8ad81e70c3cb33f86f	c721d5833b0dab3c16b4f922766148fa56d8e913bc13931dddd6406fd5901873
ROW-REV-0049	CLM-REV-041	CIT-REV-012	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		20174c047f33a6658b575e18859c61a97aee92590a4ec2e720555be357895b6e	c721d5833b0dab3c16b4f922766148fa56d8e913bc13931dddd6406fd5901873
ROW-REV-0050	CLM-REV-042	CIT-REV-012	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		7e2b0b0947f4a80e093d22c3669b78b85030076155b751b99db4d3da54f6098d	c721d5833b0dab3c16b4f922766148fa56d8e913bc13931dddd6406fd5901873
ROW-REV-0051	CLM-REV-043	CIT-REV-012	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		6bb4b7e99dd13ba920810068bf679893fe87af66eb8e7564b5b9225a9e23daec	c721d5833b0dab3c16b4f922766148fa56d8e913bc13931dddd6406fd5901873
ROW-REV-0052	CLM-REV-044	CIT-REV-013	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		4df6bd5c63c3a1ac63a40064b6bc9d52cbce9d991bb79436874f89830b0617a5	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0053	CLM-REV-045	CIT-REV-013	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		826b3b52009acc205cec965331eadffb6630d80b651db5f095a283c6f1200374	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0054	CLM-REV-046	CIT-REV-013	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		c220285d2a74c9a55546dc676d30097b92f351f1ed8c60243659f28af979029c	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0055	CLM-REV-047	CIT-REV-013	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		aa25da87969efeb3fe89facc1ba6a44930d0176c98d5aad75960d30a7a3ba0d6	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0056	CLM-REV-048	CIT-REV-013	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		5f8bef029cc72290831ec2273e323f15ed1c9fee91677de4d1575cfe0707df99	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0057	CLM-REV-049	CIT-REV-014	gmyrek_generative_2025	ROW-CUR-0066	CLM-CUR-056	CIT-CUR-014	REAUDIT_REQUIRED_TEXT_CHANGED	EXACT_KEY_TYPE_CLAIM_SOURCE_HASH_EXCERPT_CHANGED	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	4f9f5eeb7d65ec674503f6b45cac0f6628e2b8cf7097bb1a76d11ff8c6724757	eff2668dc050c84d549daf969a322ae8b3a72d756709543fcd79c3b7a007f759
ROW-REV-0058	CLM-REV-050	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		845d05b19e409d38143e79feb37f5c0ec77bbf567a6fb39ed2083e5264d95da3	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0059	CLM-REV-051	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		4b593e8e657fbba7e1f0575230e129a3ff137959c69bd0a2beeeb2fc16b06297	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0060	CLM-REV-052	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		aebb32601d2e350d13188f6083709674751006038196beaaff8a959df8dedcdc	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0061	CLM-REV-053	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		49614a6f11e44ed72d282d9fba2b455e7315d020b785d4ed7049d7c7a32f47c3	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0062	CLM-REV-054	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		bf6e01c2059dae363b308f1eba8c0ae42404e4680b3fbb99abc27d2f3c16a565	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
